[2020-06-16 10:04:30.489] 
[2020-06-16 10:04:30.504] Dbg> 
[2020-06-16 10:04:30.520] code 1003
[2020-06-16 10:04:30.536] 
[2020-06-16 10:04:30.520] EngVersion 1.10:04  Machine Metis-MF3z DOM
[2020-06-16 10:04:43.642] spw 2 150 036 743
[2020-06-16 10:04:43.642] spw 2 150 037 84
[2020-06-16 10:04:43.642] spw 2 150 038 0
[2020-06-16 10:04:43.642] spw 2 150 039 0
[2020-06-16 10:04:43.657] spw 2 150 079 0
[2020-06-16 10:04:43.657] spw 2 150 080 -13
[2020-06-16 10:04:43.657] spw 2 150 081 -118
[2020-06-16 10:04:43.673] spw 2 150 082 -148
[2020-06-16 10:04:43.673] spw 2 150 083 -628
[2020-06-16 10:04:43.673] spw 2 150 084 -249
[2020-06-16 10:04:43.689] spw 2 150 085 -221
[2020-06-16 10:04:43.689] spw 2 150 086 -133
[2020-06-16 10:04:43.689] spw 2 150 087 843
[2020-06-16 10:04:43.689] spw 2 150 088 600
[2020-06-16 10:04:43.689] spw 2 150 089 68
[2020-06-16 10:04:43.720] spw 2 150 090 0
[2020-06-16 10:04:43.720] spw 2 150 091 0
[2020-06-16 10:04:43.720] spw 2 150 131 0
[2020-06-16 10:04:43.736] spw 2 150 132 2
[2020-06-16 10:04:43.736] spw 2 150 133 20
[2020-06-16 10:04:43.736] spw 2 150 134 -181
[2020-06-16 10:04:43.751] spw 2 150 135 -793
[2020-06-16 10:04:43.751] spw 2 150 136 -498
[2020-06-16 10:04:43.751] spw 2 150 137 -419
[2020-06-16 10:04:43.751] spw 2 150 138 -139
[2020-06-16 10:04:43.751] spw 2 150 139 1051
[2020-06-16 10:04:43.751] spw 2 150 140 860
[2020-06-16 10:04:43.767] spw 2 150 141 97
[2020-06-16 10:04:43.767] spw 2 150 142 0
[2020-06-16 10:04:43.767] spw 2 150 143 0
[2020-06-16 10:04:43.782] spw 2 150 183 0
[2020-06-16 10:04:43.782] spw 2 150 184 -4
[2020-06-16 10:04:43.782] spw 2 150 185 -34
[2020-06-16 10:04:43.814] spw 2 150 186 -94
[2020-06-16 10:04:43.814] spw 2 150 187 -618
[2020-06-16 10:04:43.814] spw 2 150 188 -265
[2020-06-16 10:04:43.814] spw 2 150 189 -224
[2020-06-16 10:04:43.814] spw 2 150 190 -160
[2020-06-16 10:04:43.814] spw 2 150 191 772
[2020-06-16 10:04:43.829] spw 2 150 192 563
[2020-06-16 10:04:43.829] spw 2 150 193 64
[2020-06-16 10:04:43.829] spw 2 150 194 0
[2020-06-16 10:04:43.845] spw 2 150 195 0
[2020-06-16 10:04:43.845] spw 2 152 001 1000
[2020-06-16 10:04:43.845] spw 2 152 002 1000
[2020-06-16 10:04:43.876] spw 2 152 003 1000
[2020-06-16 10:04:43.876] spw 2 152 004 1000
[2020-06-16 10:04:43.876] spw 2 152 005 1000
[2020-06-16 10:04:43.876] spw 2 152 006 1000
[2020-06-16 10:04:43.876] spw 2 152 007 1000
[2020-06-16 10:04:43.876] spw 2 152 008 1000
[2020-06-16 10:04:43.892] spw 2 152 009 1000
[2020-06-16 10:04:43.892] spw 2 152 010 1000
[2020-06-16 10:04:43.892] spw 2 152 011 1000
[2020-06-16 10:04:43.923] spw 2 152 012 1000
[2020-06-16 10:04:43.923] spw 2 152 016 1400
[2020-06-16 10:04:43.923] spw 2 152 017 600
[2020-06-16 10:04:43.923] spw 2 153 001 0
[2020-06-16 10:04:43.923] spw 2 153 005 0
[2020-06-16 10:04:43.923] spw 2 153 009 0
[2020-06-16 10:04:43.939] spw 2 153 013 0
[2020-06-16 10:04:43.939] spw 2 154 001 1000
[2020-06-16 10:04:43.939] spw 2 154 002 1000
[2020-06-16 10:04:43.955] spw 2 154 003 1000
[2020-06-16 10:04:43.955] spw 2 154 004 1000
[2020-06-16 10:04:43.955] spw 2 154 005 1000
[2020-06-16 10:04:43.970] spw 2 154 007 1000
[2020-06-16 10:04:43.970] spw 2 154 008 1000
[2020-06-16 10:04:43.970] spw 2 154 009 1000
[2020-06-16 10:04:43.970] spw 2 154 010 1000
[2020-06-16 10:04:43.970] spw 2 154 012 1000
[2020-06-16 10:04:43.986] spw 2 154 013 1000
[2020-06-16 10:04:43.986] spw 2 154 014 1000
[2020-06-16 10:04:43.986] spw 2 154 015 1000
[2020-06-16 10:04:44.017] spw 2 154 016 1000
[2020-06-16 10:04:44.017] spw 2 154 017 1000
[2020-06-16 10:04:44.017] spw 2 154 018 1000
[2020-06-16 10:04:44.017] spw 2 154 019 1000
[2020-06-16 10:04:44.017] spw 2 154 020 1000
[2020-06-16 10:04:44.017] spw 2 160 001 15
[2020-06-16 10:04:44.032] spw 2 160 002 15
[2020-06-16 10:04:44.032] spw 2 160 003 15
[2020-06-16 10:04:44.032] spw 2 160 004 15
[2020-06-16 10:04:44.048] spw 2 160 005 15
[2020-06-16 10:04:44.048] spw 2 160 006 15
[2020-06-16 10:04:44.048] spw 2 160 007 15
[2020-06-16 10:04:44.080] spw 2 160 008 15
[2020-06-16 10:04:44.080] spw 2 160 009 14
[2020-06-16 10:04:44.080] spw 2 160 010 15
[2020-06-16 10:04:44.080] spw 2 181 003 -20401
[2020-06-16 10:04:44.080] spw 2 181 011 24
[2020-06-16 10:04:44.095] spw 2 181 012 -14
[2020-06-16 10:04:44.095] spw 2 181 013 0
[2020-06-16 10:04:44.095] spw 2 181 014 0
[2020-06-16 10:04:44.110] spw 2 181 015 32
[2020-06-16 10:04:44.110] spw 2 181 016 234
[2020-06-16 10:04:44.110] spw 2 181 017 10
[2020-06-16 10:04:44.142] spw 2 181 018 184
[2020-06-16 10:04:44.142] spw 2 181 019 11
[2020-06-16 10:04:44.142] spw 2 181 020 8
[2020-06-16 10:04:44.142] spw 2 181 021 -17455
[2020-06-16 10:04:44.142] spw 2 181 029 -12
[2020-06-16 10:04:44.142] spw 2 181 030 33
[2020-06-16 10:04:44.158] spw 2 181 031 0
[2020-06-16 10:04:44.158] spw 2 181 032 0
[2020-06-16 10:04:44.158] spw 2 181 033 11
[2020-06-16 10:04:44.173] spw 2 181 034 -961
[2020-06-16 10:04:44.173] spw 2 181 035 10
[2020-06-16 10:04:44.173] spw 2 181 036 -132
[2020-06-16 10:04:44.173] spw 2 181 037 10
[2020-06-16 10:04:44.173] spw 2 181 038 -263
[2020-06-16 10:04:44.173] spw 2 181 039 -34798
[2020-06-16 10:04:44.189] spw 2 181 047 50
[2020-06-16 10:04:44.189] spw 2 181 048 -20
[2020-06-16 10:04:44.189] spw 2 181 049 0
[2020-06-16 10:04:44.204] spw 2 181 050 0
[2020-06-16 10:04:44.204] spw 2 181 051 -168
[2020-06-16 10:04:44.204] spw 2 181 052 1672
[2020-06-16 10:04:44.236] spw 2 181 053 26
[2020-06-16 10:04:44.236] spw 2 181 054 -59
[2020-06-16 10:04:44.236] spw 2 181 055 27
[2020-06-16 10:04:44.236] spw 2 181 056 -523
[2020-06-16 10:04:44.236] spw 2 181 057 26
[2020-06-16 10:04:44.251] spw 2 181 059 0
[2020-06-16 10:04:44.251] spw 2 181 060 -258
[2020-06-16 10:04:44.251] spw 2 181 061 0
[2020-06-16 10:04:44.267] spw 2 181 064 -24
[2020-06-16 10:04:44.267] spw 2 181 072 0
[2020-06-16 10:04:44.267] spw 2 181 073 0
[2020-06-16 10:04:44.298] spw 2 181 074 0
[2020-06-16 10:04:44.298] spw 2 181 075 0
[2020-06-16 10:04:44.298] spw 2 181 076 0
[2020-06-16 10:04:44.298] spw 2 181 077 0
[2020-06-16 10:04:44.298] spw 2 181 080 631
[2020-06-16 10:04:44.298] spw 2 181 081 155
[2020-06-16 10:04:44.314] spw 2 181 082 533
[2020-06-16 10:04:44.314] spw 2 182 004 0
[2020-06-16 10:04:44.314] spw 2 182 005 0
[2020-06-16 10:04:44.329] spw 2 182 006 0
[2020-06-16 10:04:44.329] spw 2 182 007 0
[2020-06-16 10:04:44.329] spw 2 182 008 0
[2020-06-16 10:04:44.360] spw 2 182 009 0
[2020-06-16 10:04:44.360] spw 2 182 010 0
[2020-06-16 10:04:44.360] spw 2 182 011 0
[2020-06-16 10:04:44.360] spw 2 182 012 0
[2020-06-16 10:04:44.360] spw 2 182 013 0
[2020-06-16 10:04:44.360] spw 2 182 014 0
[2020-06-16 10:04:44.360] spw 2 182 015 0
[2020-06-16 10:04:44.376] spw 2 182 016 0
[2020-06-16 10:04:44.376] spw 2 182 017 0
[2020-06-16 10:04:44.392] spw 2 182 018 0
[2020-06-16 10:04:44.392] spw 2 182 019 0
[2020-06-16 10:04:44.392] spw 2 182 020 0
[2020-06-16 10:04:44.423] spw 2 182 021 0
[2020-06-16 10:04:44.423] spw 2 182 022 0
[2020-06-16 10:04:44.423] spw 2 182 023 0
[2020-06-16 10:04:44.423] spw 2 182 024 0
[2020-06-16 10:04:44.423] spw 2 182 025 0
[2020-06-16 10:04:44.423] spw 2 182 026 0
[2020-06-16 10:04:44.423] spw 2 182 027 0
[2020-06-16 10:04:44.439] spw 2 182 028 0
[2020-06-16 10:04:44.439] spw 2 182 029 0
[2020-06-16 10:04:44.455] spw 2 182 030 0
[2020-06-16 10:04:44.455] spw 2 182 031 0
[2020-06-16 10:04:44.455] spw 2 182 032 0
[2020-06-16 10:04:44.470] spw 2 182 033 0
[2020-06-16 10:04:44.470] spw 2 182 034 0
[2020-06-16 10:04:44.470] spw 2 182 035 0
[2020-06-16 10:04:44.470] spw 2 182 036 0
[2020-06-16 10:04:44.470] spw 2 182 037 0
[2020-06-16 10:04:44.470] spw 2 182 038 0
[2020-06-16 10:04:44.470] spw 2 182 039 0
[2020-06-16 10:04:44.485] spw 2 182 040 0
[2020-06-16 10:04:44.485] spw 2 187 001 1
[2020-06-16 10:04:44.501] spw 2 187 002 0
[2020-06-16 10:04:44.501] spw 2 187 003 0
[2020-06-16 10:04:44.501] spw 2 187 004 0
[2020-06-16 10:04:44.532] spw 2 187 005 0
[2020-06-16 10:04:44.532] spw 2 187 006 0
[2020-06-16 10:04:44.532] spw 2 187 007 0
[2020-06-16 10:04:44.532] spw 2 190 012 200
[2020-06-16 10:04:44.532] spw 2 191 001 125869
[2020-06-16 10:04:44.532] spw 2 191 002 -60488
[2020-06-16 10:04:44.548] spw 2 191 003 39
[2020-06-16 10:04:44.548] spw 2 191 004 77
[2020-06-16 10:04:44.548] spw 2 191 005 39
[2020-06-16 10:04:44.579] spw 2 191 006 128596
[2020-06-16 10:04:44.579] spw 2 191 007 -63398
[2020-06-16 10:04:44.579] spw 2 191 008 84
[2020-06-16 10:04:44.579] spw 2 191 009 168
[2020-06-16 10:04:44.579] spw 2 191 010 84
[2020-06-16 10:04:44.579] spw 2 191 031 3
[2020-06-16 10:04:44.595] spw 2 192 001 13
[2020-06-16 10:04:44.595] spw 2 192 002 13
[2020-06-16 10:04:44.595] spw 2 192 003 13
[2020-06-16 10:04:44.610] spw 2 192 004 13
[2020-06-16 10:04:44.610] spw 2 192 005 13
[2020-06-16 10:04:44.642] spw 2 192 006 13
[2020-06-16 10:04:44.642] spw 2 192 007 13
[2020-06-16 10:04:44.642] spw 2 192 008 13
[2020-06-16 10:04:44.642] spw 2 192 009 13
[2020-06-16 10:04:44.642] spw 2 192 010 13
[2020-06-16 10:04:44.642] spw 2 192 011 13
[2020-06-16 10:04:44.658] spw 2 192 012 13
[2020-06-16 10:04:44.658] spw 2 193 002 500
[2020-06-16 10:04:44.658] spw 2 193 003 200
[2020-06-16 10:04:44.673] spw 2 193 004 0
[2020-06-16 10:04:44.673] spw 2 193 005 0
[2020-06-16 10:04:44.673] spw 2 193 006 100
[2020-06-16 10:04:44.688] spw 2 193 007 100
[2020-06-16 10:04:44.688] spw 2 193 008 5
[2020-06-16 10:04:44.688] spw 2 193 011 5
[2020-06-16 10:04:44.688] spw 2 193 013 10
[2020-06-16 10:04:44.688] spw 2 193 017 50
[2020-06-16 10:04:44.688] spw 2 193 018 0
[2020-06-16 10:04:44.704] spw 2 193 019 0
[2020-06-16 10:04:44.704] spw 2 193 020 51
[2020-06-16 10:04:44.704] spw 2 193 021 51
[2020-06-16 10:04:44.735] spw 2 193 022 200
[2020-06-16 10:04:44.735] spw 2 194 001 20
[2020-06-16 10:04:44.735] spw 2 194 002 6
[2020-06-16 10:04:44.751] spw 2 194 003 15
[2020-06-16 10:04:44.751] spw 2 194 004 15
[2020-06-16 10:04:44.751] spw 2 194 005 54
[2020-06-16 10:04:44.751] spw 2 194 006 24
[2020-06-16 10:04:44.751] spw 2 194 007 0
[2020-06-16 10:04:44.751] spw 2 194 008 263
[2020-06-16 10:04:44.767] spw 2 194 009 36
[2020-06-16 10:04:44.767] spw 2 194 010 1
[2020-06-16 10:04:44.767] spw 2 194 011 1
[2020-06-16 10:04:44.782] spw 2 194 012 1
[2020-06-16 10:04:44.782] spw 2 194 013 1
[2020-06-16 10:04:44.782] spw 2 194 014 28
[2020-06-16 10:04:44.814] spw 2 194 020 20
[2020-06-16 10:04:44.814] spw 2 194 021 6
[2020-06-16 10:04:44.814] spw 2 194 022 15
[2020-06-16 10:04:44.814] spw 2 194 023 15
[2020-06-16 10:04:44.814] spw 2 194 024 54
[2020-06-16 10:04:44.814] spw 2 194 025 0
[2020-06-16 10:04:44.829] spw 2 195 001 1
[2020-06-16 10:04:44.829] spw 2 195 002 50
[2020-06-16 10:04:44.829] spw 2 195 004 1
[2020-06-16 10:04:44.845] spw 2 197 001 0
[2020-06-16 10:04:44.845] spw 2 197 002 1650
[2020-06-16 10:04:44.845] spw 2 221 001 100
[2020-06-16 10:04:44.876] spw 2 221 002 100
[2020-06-16 10:04:44.876] spw 2 221 003 100
[2020-06-16 10:04:44.876] spw 2 221 004 100
[2020-06-16 10:04:44.876] spw 2 229 001 550
[2020-06-16 10:04:44.876] spw 2 229 002 550
[2020-06-16 10:04:44.876] spw 2 229 003 550
[2020-06-16 10:04:44.892] spw 2 229 004 550
[2020-06-16 10:04:44.892] spw 2 229 005 550
[2020-06-16 10:04:44.892] spw 2 229 006 550
[2020-06-16 10:04:44.923] spw 2 229 007 550
[2020-06-16 10:04:44.923] spw 2 229 008 550
[2020-06-16 10:04:44.923] spw 2 229 009 550
[2020-06-16 10:04:44.923] spw 2 229 010 550
[2020-06-16 10:04:44.923] spw 2 229 011 550
[2020-06-16 10:04:44.923] spw 2 229 012 550
[2020-06-16 10:04:44.938] spw 2 230 001 26
[2020-06-16 10:04:44.938] spw 2 230 002 13
[2020-06-16 10:04:44.938] spw 2 230 003 13
[2020-06-16 10:04:44.954] spw 2 241 003 10
[2020-06-16 10:04:44.954] spw 2 241 005 10
[2020-06-16 10:04:44.970] spw 2 241 006 0
[2020-06-16 10:04:44.970] spw 2 242 001 4139179
[2020-06-16 10:04:44.970] spw 2 242 002 0
[2020-06-16 10:04:44.970] spw 2 242 003 0
[2020-06-16 10:04:44.970] spw 2 242 004 0
[2020-06-16 10:04:44.970] spw 2 250 001 1
[2020-06-16 10:04:44.970] spw 2 250 011 480
[2020-06-16 10:04:44.985] spw 2 250 012 1500
[2020-06-16 10:04:44.985] spw 2 250 013 820
[2020-06-16 10:04:45.017] spw 2 250 021 700
[2020-06-16 10:04:45.017] spw 2 250 022 4000
[2020-06-16 10:04:45.017] spw 2 250 023 870
[2020-06-16 10:04:45.017] spw 2 250 031 1210
[2020-06-16 10:04:45.017] spw 2 250 032 6000
[2020-06-16 10:04:45.017] spw 2 250 033 1900
[2020-06-16 10:04:45.032] spw 2 250 041 2770
[2020-06-16 10:04:45.032] spw 2 250 042 6000
[2020-06-16 10:04:45.032] spw 2 250 043 5080
[2020-06-16 10:04:45.048] spw 2 302 002 0
[2020-06-16 10:04:45.048] spw 2 302 003 400
[2020-06-16 10:04:45.079] spw 2 302 004 800
[2020-06-16 10:04:45.079] spw 2 302 005 1600
[2020-06-16 10:04:45.079] spw 2 302 006 2400
[2020-06-16 10:04:45.079] spw 2 302 007 5
[2020-06-16 10:04:45.079] spw 2 303 001 1
[2020-06-16 10:04:45.079] spw 2 303 002 1
[2020-06-16 10:04:45.079] spw 2 303 003 1
[2020-06-16 10:04:45.095] spw 2 303 004 1
[2020-06-16 10:04:45.095] spw 2 303 005 5000
[2020-06-16 10:04:45.126] spw 2 303 006 5000
[2020-06-16 10:04:45.126] spw 2 303 007 20000
[2020-06-16 10:04:45.126] spw 2 303 008 20000
[2020-06-16 10:04:45.126] spw 2 303 009 50000
[2020-06-16 10:04:45.126] spw 2 303 010 50000
[2020-06-16 10:04:45.126] spw 2 308 001 297
[2020-06-16 10:04:45.126] spw 2 308 002 257
[2020-06-16 10:04:45.126] spw 2 308 003 210
[2020-06-16 10:04:45.126] spw 2 308 004 148
[2020-06-16 10:04:45.157] spw 2 308 005 297
[2020-06-16 10:04:45.157] spw 2 308 006 257
[2020-06-16 10:04:45.173] spw 2 308 007 210
[2020-06-16 10:04:45.173] spw 2 308 008 148
[2020-06-16 10:04:45.173] spw 2 311 001 100
[2020-06-16 10:04:45.173] spw 2 311 002 0
[2020-06-16 10:04:45.173] spw 2 311 003 500
[2020-06-16 10:04:45.173] spw 2 316 001 5
[2020-06-16 10:04:45.188] spw 2 326 001 250
[2020-06-16 10:04:45.188] spw 2 326 002 100
[2020-06-16 10:04:45.188] spw 2 326 003 2000
[2020-06-16 10:04:45.220] spw 2 326 004 100
[2020-06-16 10:04:45.220] spw 2 326 005 500
[2020-06-16 10:04:45.220] spw 2 326 011 100
[2020-06-16 10:04:45.220] spw 2 326 013 100
[2020-06-16 10:04:45.220] spw 2 326 015 100
[2020-06-16 10:04:45.220] spw 2 351 001 28
[2020-06-16 10:04:45.235] spw 2 351 002 24
[2020-06-16 10:04:45.235] spw 2 351 003 13
[2020-06-16 10:04:45.235] spw 2 357 001 28
[2020-06-16 10:04:45.251] spw 2 357 002 27
[2020-06-16 10:04:45.251] spw 2 357 003 27
[2020-06-16 10:04:45.282] spw 2 357 004 28
[2020-06-16 10:04:45.282] spw 2 357 005 24
[2020-06-16 10:04:45.282] spw 2 357 006 24
[2020-06-16 10:04:45.282] spw 2 357 007 26
[2020-06-16 10:04:45.282] spw 2 357 008 28
[2020-06-16 10:04:45.282] spw 2 357 009 12
[2020-06-16 10:04:45.298] spw 2 357 010 11
[2020-06-16 10:04:45.298] spw 2 357 011 11
[2020-06-16 10:04:45.298] spw 2 357 012 12
[2020-06-16 10:04:45.313] spw 2 358 001 28
[2020-06-16 10:04:45.313] spw 2 358 002 27
[2020-06-16 10:04:45.313] spw 2 358 003 27
[2020-06-16 10:04:45.329] spw 2 358 004 28
[2020-06-16 10:04:45.329] spw 2 358 005 28
[2020-06-16 10:04:45.329] spw 2 360 001 13
[2020-06-16 10:04:45.329] spw 2 360 002 2
[2020-06-16 10:04:45.329] spw 2 360 003 54
[2020-06-16 10:04:45.329] spw 2 360 004 13
[2020-06-16 10:04:45.345] spw 2 360 005 54
[2020-06-16 10:04:45.345] spw 2 360 006 54
[2020-06-16 10:04:45.345] spw 2 360 007 55
[2020-06-16 10:04:45.376] spw 2 360 008 1
[2020-06-16 10:04:45.376] spw 2 360 009 2
[2020-06-16 10:04:45.376] spw 2 360 010 3
[2020-06-16 10:04:45.391] spw 2 360 011 4
[2020-06-16 10:04:45.391] spw 2 360 012 15
[2020-06-16 10:04:45.391] spw 2 360 013 55
[2020-06-16 10:04:45.391] spw 2 360 014 56
[2020-06-16 10:04:45.391] spw 2 360 015 56
[2020-06-16 10:04:45.391] spw 2 361 001 2
[2020-06-16 10:04:45.407] spw 2 361 002 2
[2020-06-16 10:04:45.407] spw 2 361 003 2
[2020-06-16 10:04:45.407] spw 2 361 004 1
[2020-06-16 10:04:45.423] spw 2 361 005 1
[2020-06-16 10:04:45.423] spw 2 361 006 1
[2020-06-16 10:04:45.423] spw 2 361 007 1
[2020-06-16 10:04:45.454] spw 2 361 008 1
[2020-06-16 10:04:45.454] spw 2 361 009 1
[2020-06-16 10:04:45.454] spw 2 361 010 1
[2020-06-16 10:04:45.454] spw 2 361 011 1
[2020-06-16 10:04:45.454] spw 2 361 012 1
[2020-06-16 10:04:45.454] spw 2 361 013 1
[2020-06-16 10:04:45.470] spw 2 361 014 1
[2020-06-16 10:04:45.470] spw 2 361 015 1
[2020-06-16 10:04:45.470] spw 2 362 001 3
[2020-06-16 10:04:45.485] spw 2 362 002 3
[2020-06-16 10:04:45.485] spw 2 362 003 3
[2020-06-16 10:04:45.485] spw 2 362 004 1
[2020-06-16 10:04:45.516] spw 2 362 005 1
[2020-06-16 10:04:45.516] spw 2 362 006 1
[2020-06-16 10:04:45.516] spw 2 362 007 1
[2020-06-16 10:04:45.516] spw 2 362 008 1
[2020-06-16 10:04:45.516] spw 2 362 009 1
[2020-06-16 10:04:45.516] spw 2 362 010 1
[2020-06-16 10:04:45.532] spw 2 362 011 1
[2020-06-16 10:04:45.532] spw 2 362 012 1
[2020-06-16 10:04:45.532] spw 2 362 013 1
[2020-06-16 10:04:45.548] spw 2 362 014 1
[2020-06-16 10:04:45.548] spw 2 362 015 1
[2020-06-16 10:04:45.548] spw 2 363 001 4
[2020-06-16 10:04:45.579] spw 2 363 002 4
[2020-06-16 10:04:45.579] spw 2 363 003 4
[2020-06-16 10:04:45.579] spw 2 363 004 1
[2020-06-16 10:04:45.579] spw 2 363 005 1
[2020-06-16 10:04:45.579] spw 2 363 006 1
[2020-06-16 10:04:45.579] spw 2 363 007 1
[2020-06-16 10:04:45.595] spw 2 363 008 1
[2020-06-16 10:04:45.595] spw 2 363 009 1
[2020-06-16 10:04:45.595] spw 2 363 010 1
[2020-06-16 10:04:45.610] spw 2 363 011 1
[2020-06-16 10:04:45.610] spw 2 363 012 1
[2020-06-16 10:04:45.610] spw 2 363 013 1
[2020-06-16 10:04:45.641] spw 2 363 014 1
[2020-06-16 10:04:45.641] spw 2 363 015 1
[2020-06-16 10:04:45.641] spw 2 400 001 0
[2020-06-16 10:04:45.641] spw 2 400 002 240
[2020-06-16 10:04:45.641] spw 2 403 001 22
[2020-06-16 10:04:45.641] spw 2 403 002 22
[2020-06-16 10:04:45.657] spw 2 403 003 11
[2020-06-16 10:04:45.657] spw 2 403 004 11
[2020-06-16 10:04:45.657] spw 2 407 001 29
[2020-06-16 10:04:45.673] spw 2 407 002 29
[2020-06-16 10:04:45.673] spw 2 407 003 14
[2020-06-16 10:04:45.673] spw 2 407 004 14
[2020-06-16 10:04:45.704] spw 2 411 001 100
[2020-06-16 10:04:45.704] spw 2 411 002 100
[2020-06-16 10:04:45.704] spw 2 411 003 100
[2020-06-16 10:04:45.704] spw 2 411 004 100
[2020-06-16 10:04:45.704] spw 2 411 005 100
[2020-06-16 10:04:45.704] spw 2 411 006 105
[2020-06-16 10:04:45.704] spw 2 411 007 100
[2020-06-16 10:04:45.704] spw 2 411 008 105
[2020-06-16 10:04:45.704] spw 2 411 009 105
[2020-06-16 10:04:45.735] spw 2 411 010 118
[2020-06-16 10:04:45.735] spw 2 411 011 105
[2020-06-16 10:04:45.735] spw 2 411 012 118
[2020-06-16 10:04:45.735] spw 2 411 013 118
[2020-06-16 10:04:45.735] spw 2 411 014 131
[2020-06-16 10:04:45.735] spw 2 411 015 118
[2020-06-16 10:04:45.751] spw 2 411 016 131
[2020-06-16 10:04:45.751] spw 2 411 017 132
[2020-06-16 10:04:45.751] spw 2 411 018 184
[2020-06-16 10:04:45.766] spw 2 411 019 132
[2020-06-16 10:04:45.766] spw 2 411 020 184
[2020-06-16 10:04:45.798] spw 2 411 021 100
[2020-06-16 10:04:45.798] spw 2 411 022 100
[2020-06-16 10:04:45.798] spw 2 411 023 100
[2020-06-16 10:04:45.798] spw 2 411 024 100
[2020-06-16 10:04:45.798] spw 2 411 025 100
[2020-06-16 10:04:45.798] spw 2 411 026 105
[2020-06-16 10:04:45.813] spw 2 411 027 100
[2020-06-16 10:04:45.813] spw 2 411 028 105
[2020-06-16 10:04:45.813] spw 2 411 029 105
[2020-06-16 10:04:45.845] spw 2 411 030 118
[2020-06-16 10:04:45.845] spw 2 411 031 105
[2020-06-16 10:04:45.845] spw 2 411 032 118
[2020-06-16 10:04:45.845] spw 2 411 033 118
[2020-06-16 10:04:45.845] spw 2 411 034 131
[2020-06-16 10:04:45.845] spw 2 411 035 118
[2020-06-16 10:04:45.860] spw 2 411 036 131
[2020-06-16 10:04:45.860] spw 2 411 037 132
[2020-06-16 10:04:45.860] spw 2 411 038 184
[2020-06-16 10:04:45.876] spw 2 411 039 132
[2020-06-16 10:04:45.876] spw 2 411 040 184
[2020-06-16 10:04:45.891] spw 2 412 001 100
[2020-06-16 10:04:45.891] spw 2 412 002 100
[2020-06-16 10:04:45.891] spw 2 412 003 100
[2020-06-16 10:04:45.891] spw 2 412 004 100
[2020-06-16 10:04:45.891] spw 2 412 005 120
[2020-06-16 10:04:45.891] spw 2 412 006 140
[2020-06-16 10:04:45.907] spw 2 412 007 120
[2020-06-16 10:04:45.907] spw 2 412 008 140
[2020-06-16 10:04:45.907] spw 2 412 009 118
[2020-06-16 10:04:45.938] spw 2 412 010 180
[2020-06-16 10:04:45.938] spw 2 412 011 118
[2020-06-16 10:04:45.938] spw 2 412 012 180
[2020-06-16 10:04:45.938] spw 2 412 013 130
[2020-06-16 10:04:45.938] spw 2 412 014 200
[2020-06-16 10:04:45.938] spw 2 412 015 130
[2020-06-16 10:04:45.954] spw 2 412 016 200
[2020-06-16 10:04:45.954] spw 2 412 017 140
[2020-06-16 10:04:45.954] spw 2 412 018 240
[2020-06-16 10:04:45.970] spw 2 412 019 140
[2020-06-16 10:04:45.970] spw 2 412 020 240
[2020-06-16 10:04:46.001] spw 2 412 021 100
[2020-06-16 10:04:46.001] spw 2 412 022 100
[2020-06-16 10:04:46.001] spw 2 412 023 100
[2020-06-16 10:04:46.001] spw 2 412 024 100
[2020-06-16 10:04:46.001] spw 2 412 025 120
[2020-06-16 10:04:46.001] spw 2 412 026 140
[2020-06-16 10:04:46.016] spw 2 412 027 120
[2020-06-16 10:04:46.016] spw 2 412 028 140
[2020-06-16 10:04:46.016] spw 2 412 029 118
[2020-06-16 10:04:46.032] spw 2 412 030 180
[2020-06-16 10:04:46.032] spw 2 412 031 118
[2020-06-16 10:04:46.032] spw 2 412 032 180
[2020-06-16 10:04:46.032] spw 2 412 033 130
[2020-06-16 10:04:46.032] spw 2 412 034 200
[2020-06-16 10:04:46.032] spw 2 412 035 130
[2020-06-16 10:04:46.048] spw 2 412 036 200
[2020-06-16 10:04:46.048] spw 2 412 037 140
[2020-06-16 10:04:46.048] spw 2 412 038 240
[2020-06-16 10:04:46.063] spw 2 412 039 140
[2020-06-16 10:04:46.063] spw 2 412 040 240
[2020-06-16 10:04:46.094] spw 2 413 001 10
[2020-06-16 10:04:46.094] spw 2 413 002 15
[2020-06-16 10:04:46.094] spw 2 413 003 10
[2020-06-16 10:04:46.094] spw 2 413 004 15
[2020-06-16 10:04:46.094] spw 2 413 005 11
[2020-06-16 10:04:46.094] spw 2 413 006 16
[2020-06-16 10:04:46.110] spw 2 413 007 11
[2020-06-16 10:04:46.110] spw 2 413 008 16
[2020-06-16 10:04:46.110] spw 2 413 009 12
[2020-06-16 10:04:46.142] spw 2 413 010 17
[2020-06-16 10:04:46.142] spw 2 413 011 12
[2020-06-16 10:04:46.142] spw 2 413 012 17
[2020-06-16 10:04:46.142] spw 2 413 013 13
[2020-06-16 10:04:46.142] spw 2 413 014 18
[2020-06-16 10:04:46.142] spw 2 413 015 13
[2020-06-16 10:04:46.157] spw 2 413 016 18
[2020-06-16 10:04:46.157] spw 2 413 017 14
[2020-06-16 10:04:46.157] spw 2 413 018 19
[2020-06-16 10:04:46.173] spw 2 413 019 14
[2020-06-16 10:04:46.173] spw 2 413 020 19
[2020-06-16 10:04:46.204] spw 2 413 021 10
